"university","career","inscription_date","name","gender","age","postal_code","email"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-03-31","SAMANTHA MAYNARD","F","1938-11-23","4705","LAURAFISHER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-03-18","BRIAN STONE","M","1912-09-07","7519","ODIAZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-09-30","KENDRA CHEN","F","2003-11-05","1980","RODRIGUEZSTEPHEN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-11-13","JOE LAWSON","M","2007-12-25","1915","YPAGE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-10-31","TREVOR LEVINE","M","2006-09-02","2352","KATHRYNFLORES@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-12-03","CHRISTIAN PETERSON","M","2019-10-04","6022","JMILLER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2019-12-05","DANIEL THOMAS","M","1941-06-14","2144","SANDERSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-01-02","RONALD DANIEL","M","1927-03-29","6315","HENDERSONCINDY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-03-16","RENEE BENNETT","F","1957-10-03","1766","MOOREKRISTIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-08-03","ASHLEY WALKER","F","1984-01-05","8340","GHARRIS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-09-25","MARC GIBSON","M","1949-04-08","2600","BRANDONPERRY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-01-30","ANTONIO WILLIAMS","M","1979-02-09","8200","SHARON15@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2019-11-29","CATHERINE PONCE","F","1918-10-13","6000","CYNTHIA17@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2019-11-23","DANIEL SANDERS","M","1920-03-04","3481","ROBERT80@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2019-11-04","ADRIAN WILLIAMS","M","1960-03-19","5549","WESTBRUCE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-07-27","DENNIS JONES","M","1974-12-08","5607","ALLENSTEVEN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2019-11-15","JAMES YOUNG","M","1950-07-02","6367","WGOODWIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-06-13","MATTHEW STEWART","M","1955-05-22","3453","BAILEYDEREK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-04-30","CINDY GUERRERO","F","1966-03-17","3500","RJOSEPH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2019-11-10","MISS MICHELLE SANCHEZ MD","F","2010-02-06","2520","OBRIENDAVID@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-11-03","RACHEL WADE","F","1941-11-26","1633","JORTIZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-09-27","CHRISTOPHER HANSEN","M","1986-08-05","2438","PLARSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2021-01-12","JULIE DALTON","F","1939-01-03","6201","DUNNJARED@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2019-10-16","SUSAN MAHONEY","F","1911-07-04","6439","NROBLES@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-06-29","ERIC WILLIAMS","M","1927-01-14","5553","SIMMONSANA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2021-02-08","AARON POWELL","M","1949-12-24","5446","ANTHONYMILLER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-08-07","PATRICIA HOWARD","F","2008-11-26","3029","MATTHEWTATE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-06-08","ADAM CARDENAS","M","1935-01-23","9053","BRENDA42@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-10-24","MICHAEL WILLIAMS","M","1962-05-17","6325","BSMITH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-01-22","SHAWN STRICKLAND","M","1969-12-14","3311","JEFFREYKIRK@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-11-06","SAMANTHA CORTEZ","F","1938-03-31","1688","MICHELLEROBINSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2021-08-23","MADISON COOKE","F","1999-07-26","2903","ASHLEY06@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-10-13","REBECCA GARCIA","F","1906-04-14","6459","WISEALEX@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-06-09","MARK NEAL","M","1939-04-11","6660","OFARMER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-07-14","PATRICIA GARCIA","F","2010-11-18","5759","DIANADIXON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-11-15","MEGHAN PADILLA","F","1999-01-03","2324","LLEE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-06-02","BRITTANY GRIFFIN","F","1994-01-26","2318","KRISTINE38@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2021-12-23","JENNIFER KENNEDY","F","1907-12-05","6346","DANIELLE69@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-08-22","DONALD DAVENPORT","M","2017-09-12","1646","CASEYCURTIS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-02-12","LAWRENCE ROGERS","M","2007-06-24","5319","TIMOTHYMORENO@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-07-27","NATALIE ROWLAND","F","1980-12-17","6651","GILLJEREMY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-03-11","ALEXANDRIA DAVILA","F","1909-03-08","2255","JESSICA99@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2019-10-12","JERRY MYERS","M","1967-07-27","3025","ERICAFRANKLIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2019-10-02","CURTIS BRYANT","M","1907-08-11","5883","HERNANDEZKATHRYN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-11-29","WALTER BROWN","M","2001-07-31","3042","JENNIFER62@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-07-05","MICHELLE ROJAS","F","2014-11-23","7613","HENRY84@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-01-12","MR. PETER VALDEZ III","M","1934-09-19","5600","KAITLYNHILL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-03-20","ANGELA HORNE","F","1917-03-23","4107","LEWISTROY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-26","CINDY HARRIS","F","1980-03-20","5343","RPATTERSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-09-27","MICHAEL MORGAN","M","1934-08-13","7208","ROSSJASON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-12-18","CYNTHIA FORD","F","2004-09-28","4522","HIGGINSERIC@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-09-04","KEVIN WRIGHT","M","2010-11-16","8204","BRADLEYKRISTIN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-08-12","JASON HINTON","M","1936-08-06","1665","SMANNING@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2021-12-17","ALEXANDER ROBINSON","M","1909-11-17","7151","AUSTIN49@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-08-26","JON HARRISON","M","1973-07-19","3116","EFROST@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-06-03","CRYSTAL WILSON","F","1960-06-21","3327","LISA60@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-11-29","CRYSTAL ZAVALA","F","1916-06-28","5446","GOODWINTHOMAS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-03-17","KATHLEEN CHARLES","F","1924-06-04","3155","ALEJANDRA18@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-02-16","MICHELE PERRY","F","2005-07-03","5317","HSMITH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-01-25","BRADLEY SMITH","M","1954-02-15","3731","MADELINE12@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-06-30","LAUREN MASSEY","F","1936-03-02","7633","MICHELLETHOMPSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-08-18","LAUREN DOWNS","F","1944-09-13","4624","LMOYER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-04-11","TERRI JONES","F","1939-04-16","5369","JAMES10@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-03-23","ALYSSA HURLEY","F","1961-05-16","5385","PHILLIP21@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-10-26","ANGELA WHITE","F","1970-04-06","7174","QSIMPSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-10-13","MICHAEL JORDAN","M","1949-12-19","3481","CHAD70@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-05-08","JOHN WILKINSON","M","1924-04-19","4501","REYNOLDSMARY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-05-04","GINA HAMILTON","F","2006-10-31","5360","WHITEJENNIFER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-06-14","ALEXANDRA ACEVEDO","F","1946-09-19","1605","CWHITE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-02-22","KELLY ROSALES","F","1921-07-14","3240","ALANCAMPBELL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-01-20","FRANCISCO WILSON","M","1916-04-03","5609","JOSHUAHUFF@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-10-29","PATRICK JOHNSON","M","2007-09-23","8505","JULIAPACHECO@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-04-11","TIFFANY RAY","F","2013-05-12","5543","BRYANKNIGHT@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-08-08","CHRISTIAN SMITH","M","2000-07-04","6720","FPHILLIPS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-12-05","LISA BRANCH","F","1958-08-11","6740","JACQUELINE80@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2021-12-10","LINDSAY MORRIS","F","1949-05-22","5634","PETER72@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2019-12-08","RICHARD CONTRERAS","M","1985-06-24","2527","MCGUIREWILLIAM@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-06-15","RHONDA MULLINS","F","1915-02-13","3190","WVASQUEZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-08-02","ANDREA REED","F","2018-12-19","6348","JAMESGONZALES@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-09-10","TERRANCE NEWMAN","M","1935-03-09","2147","JEREMYSMITH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-03-05","KURT FOX","M","1945-07-12","2128","HOOPERGEORGE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-08-20","MELISSA RAMIREZ MD","F","1969-04-29","3042","CHRISTOPHERDANIELS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-06-21","JAMES SMITH","M","2014-11-12","3229","TAMMYJONES@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-05-13","WAYNE BROWN","M","1938-10-11","3586","UWAGNER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-10-29","LUKE NGUYEN","M","1992-10-27","8301","VERONICARAY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-11-01","CINDY RUIZ","F","1993-07-16","5547","APRILKING@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-04-17","MANUEL TAYLOR","M","1963-01-03","5531","NOLIVER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-08-21","DONNA YORK","F","1922-09-30","8411","RIDDLEETHAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-02-28","CASSANDRA PACHECO","F","1964-11-09","5321","QHIGGINS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-03-25","AMANDA BROWN","F","1963-11-26","8431","DARLENE20@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-09-22","DAVID JACKSON","M","1954-02-27","3466","ANDREA46@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-04-15","JOSEPH YOUNG","M","2003-11-11","5355","JPETERSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-12-11","MS. OLIVIA JACKSON","F","1963-08-31","7536","VASQUEZKATRINA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-04-12","DIANE GOMEZ","F","1995-12-16","8334","OLIVINGSTON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2019-10-09","ANTHONY BECKER","M","1972-07-21","6221","LINDSEY50@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-03-21","ANGELA BOYD","F","1940-10-02","2533","PERKINSELIJAH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-10-12","ROBERT ACOSTA","M","1977-01-07","4139","TRUJILLOBOBBY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-09-07","PETER BROWN","M","1960-11-20","1723","COURTNEY87@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-09-16","SCOTT WALKER DVM","M","1938-03-28","3083","RHOFFMAN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2019-11-04","MARVIN CONWAY","M","1930-03-28","2601","DDELGADO@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-02-17","LISA MILLER","F","2003-04-05","1885","CRYSTAL62@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-09-19","LEAH WILLIAMS","F","1927-12-18","3216","BARBARAHUNTER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-02-22","JOHN SIMMONS","M","1951-07-22","1706","RTHOMAS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-04-19","CHRISTOPHER SMITH","M","1981-10-02","1646","BMITCHELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-06-23","JENNA WHITAKER","F","1957-09-10","2344","JKING@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2021-10-09","PAUL SUAREZ","M","2004-01-10","5589","HILLSAMUEL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-07-12","SEAN MILLS","M","1971-06-02","2804","HEATHADAM@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-08-17","JAMES RODGERS","M","1952-02-18","7630","KELLYCARR@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-03-28","ALEXANDRIA HICKMAN","F","1957-05-07","7503","COLLINSBRIAN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-04-15","DON JOHNSON","M","1960-06-12","8422","GREG71@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-07-03","RICHARD HILL","M","1922-08-21","3400","MITCHELLANGELICA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2021-10-24","MR. ROBERT HARRIS","M","1998-09-02","8208","NICOLE93@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-06-14","MARK REYNOLDS DDS","M","1926-09-19","8309","PBRANDT@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-11-30","WILLIAM VASQUEZ","M","1968-12-15","3536","BOYDSHEILA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-01-05","BRITTANY TAYLOR","F","1952-03-02","5560","RACHEL99@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-04-06","KENNETH MALDONADO","M","2017-11-06","8324","WILEYDAVID@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-06-05","CLIFFORD CHAVEZ","M","2018-03-06","6505","REBECCATURNER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2020-11-29","BARRY HUYNH","M","1944-08-29","3252","JUSTINNELSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-10-09","ROBERTA SMITH","F","1931-05-16","3113","MITCHELLTIFFANY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-01-05","JOSHUA RODRIGUEZ","M","1908-11-21","5719","JARVISBRANDON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2019-11-25","JOSHUA WELCH","M","1970-12-05","7403","MICHAELPOWERS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-01-04","JUSTIN PATTON","M","1984-02-05","7530","JMEYER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-01-24","ALFRED LEWIS","M","1924-02-08","1881","SHANNON94@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-02-14","ZACHARY WALTON","M","1929-10-21","4616","ZOWENS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-02-21","DEBORAH BOOKER","F","1907-04-17","1741","ALEC40@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-02-02","JOHN WEST","M","1939-01-12","5367","CJONES@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-08-02","PATRICK CAMPBELL","M","1971-01-19","4105","XMORRISON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-08-07","LEROY HUFFMAN","M","1961-11-15","6233","JANETDOUGLAS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-01-09","MARY VANCE","F","2012-06-01","1625","LMOORE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-09-16","DAVID WATKINS","M","1982-02-07","3061","EGRIFFIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2020-05-21","LAURA LOPEZ","F","1946-03-27","6106","PBURKE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-01-25","KIMBERLY HANSEN","F","2019-04-27","5361","AMARTINEZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-05-04","DR. VICKI ALLEN","F","2018-05-17","6706","FAITHWIGGINS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-03-06","RACHEL MEYER","F","1912-02-08","5325","MARK18@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-05-15","WAYNE VELASQUEZ","M","1995-01-02","4600","DPALMER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2019-10-15","DONALD WILLIAMS","M","1912-08-18","5425","MADDOXBRANDI@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-04-12","MARY FERGUSON","F","1967-07-04","5607","MICHAEL21@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-08-07","MICHELE JONES","F","1969-09-20","1718","CONEILL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-11-23","THOMAS CHAVEZ","M","1954-04-01","2852","BUCHANANALYSSA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-11-26","DR. KIMBERLY VALENZUELA","F","1965-03-31","1826","BRETT21@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-01-03","DANA JOHNSON","F","1978-04-28","1708","KARENWELCH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-02-10","STEVE SHAW","M","1924-08-20","1771","CARLOSCOHEN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2021-03-06","PHILIP MARTINEZ","M","1931-04-13","7212","SCOWAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2019-12-14","STEVEN MITCHELL","M","1938-07-10","6333","SHAWN38@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-05-10","RODNEY MILLER","M","1958-07-25","8109","GSCHULTZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2021-01-09","RUSSELL GRIFFIN","M","1965-06-14","3386","NGUYENAMANDA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-01-16","VANESSA ORTIZ","F","2009-12-08","7135","CTAYLOR@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-08-07","KIM RAY","F","1941-12-24","3038","LANESHARON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-05-30","DAVID FOSTER","M","1921-08-09","3051","MARYWILLIAMS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-11-17","JAMES BURKE","M","1910-03-07","5351","NROBERTS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-03-21","KEVIN CHAVEZ","M","1968-05-07","3563","CGIBSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-02-23","MICHAEL FLORES","M","2021-05-06","5411","RILEYASHLEY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-01-10","WILLIAM REYNOLDS","M","2010-05-30","1619","MICHAEL54@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-25","DOUGLAS SMITH","M","1962-04-06","2918","CBROWN@GMAIL.COM"
